Disease;Symptoms;Source
Craniodiaphyseal Dysplasia;['craniodiaphyseal dysplasia (also known as cdd or lionitis) is an extremely rare autosomal recessive bone disorder that causes calcium to build up in the skull', 'disfiguring the facial features and reducing life expectancy. these calcium deposits decrease the size of cranial foramina', 'and can also decrease the hole in the cervical spinal canal. in the few cases recorded', 'most of the sufferers died in childhood. the underlying genetics are uncertain.'];http://dbpedia.org/resource/Craniodiaphyseal_dysplasia
Craniofacial Abnormality;['craniofacial abnormalities are congenital musculoskeletal disorders which primarily affect the cranium and facial bones. they are associated with the development of the pharyngeal arches. approximately', '5% of the uk or usa population present with dentofacial deformities requiring orthognathic surgery', 'jaw surgery', 'and orthodontics', 'brace therapy', 'as a part of their definitive treatment.'];http://dbpedia.org/resource/Craniofacial_abnormality
Craniopharyngioma;['craniopharyngioma is a type of brain tumor derived from pituitary gland embryonic tissue', 'that occurs most commonly in children but also in men and women in their 50s and 60s. people may present with bitemporal inferior quadrantanopia leading to bitemporal hemianopsia', 'as the tumor may compress the optic chiasm. it has a point prevalence of approximately 2/100,000. craniopharyngiomas are also known as rathke pouch tumors', 'hypophyseal duct tumors', 'or adamantinomas.'];http://dbpedia.org/resource/Craniopharyngioma
Craniosynostosis;"['craniosynostosis (from cranio', 'cranium; + syn', 'together; + ostosis relating to bone) is a condition in which one or more of the fibrous sutures in an infant skull prematurely fuses by turning into bone (ossification)', 'thereby changing the growth pattern of the skull. because the skull cannot expand perpendicular to the fused suture', 'it compensates by growing more in the direction parallel to the closed sutures. sometimes the resulting growth pattern provides the necessary space for the growing brain', 'but results in an abnormal head shape and abnormal facial features. in cases in which the compensation does not effectively provide enough space for the growing brain', 'craniosynostosis results in increased intracranial pressure leading possibly to visual impairment', 'sleeping impairment', 'eating']";http://dbpedia.org/resource/Craniosynostosis
Craniosynostosis–Anal Anomalies–Porokeratosis Syndrome;"['craniosynostosisanal anomaliesporokeratosis syndrome (also known as ""cap syndrome"") is a cutaneous condition inherited in an autosomal recessive fashion.']";http://dbpedia.org/resource/Craniosynostosis–anal_anomalies–porokeratosis_syndrome
Craniotabes;"['craniotabes is softening or thinning of the skull in infants and children', 'which may be normally present in newborns. it is seen mostly in the occipital and parietal bones. the bones are soft', 'and when pressure is applied they will collapse underneath it. when the pressure is relieved', 'the bones will usually snap back into place. the term (cranio- + tabes) is derived from the latin words cranium for skull and tabes for wasting. any condition that affects bone growth', 'most notably rickets (from vitamin d deficiency)', 'marasmus', 'syphilis', 'or thalassemia', 'can cause craniotabes if present during a time of rapid skull growth (most especially during gestation and infancy). it can be a ""normal"" feature in premature infants. it is the first sign in children and infants with rickets.']";http://dbpedia.org/resource/Craniotabes
Crataegus Chlorosarca;['crataegus chlorosarca is an asian species of hawthorn with black fruit. although recommended as an ornamental and hardy in cold climates', 'it is rarely cultivated.'];http://dbpedia.org/resource/Crataegus_chlorosarca
Crataegus Intricata;"['crataegus intricata is a species of hawthorn known by the common names copenhagen hawthorn', ""lange's thorn and thicket hawthorn. it is native to eastern canada and the eastern united states. its fruit are brown to red.""]";http://dbpedia.org/resource/Crataegus_intricata
Crataegus Mexicana;['crataegus mexicana is a species of hawthorn known by the common names tejocote', 'manzanita', 'tejocotera and mexican hawthorn. it is native to the mountains of mexico and parts of guatemala', 'and has been introduced in the andes. the fruit of this species is one of the most useful among hawthorns. crataegus pubescens steud. is a nomenclaturally illegitimate name (for crataegus gracilior j.b.phipps) that is commonly misapplied to this species.'];http://dbpedia.org/resource/Crataegus_mexicana
Crataegus Orientalis;['crataegus orientalis', 'known as oriental hawthorn', 'is a species of hawthorn native to the mediterranean region', 'turkey', 'caucasia', 'crimea', 'and western iran', 'with fruits that are orange or various shades of red. this species is highly variable. knud ib christensen in his monograph divides it into four subspecies: \n*  c. orientalis subsp. orientalis \n*  c. orientalis subsp. pojarkovae (kossych) byatt has orange fruit. \n*  c. orientalis subsp. presliana k.i.chr. \n*  c. orientalis subsp. szovitsii (pojarkova) k.i.chr.'];http://dbpedia.org/resource/Crataegus_orientalis
Crataegus Pinnatifida;"['crataegus pinnatifida', 'also known as chinese haw', 'chinese hawthorn or chinese hawberry', 'refers to a small to medium-sized tree', 'as well as the fruit of the tree. the fruit is bright red', '1.5 in (38 mm) in diameter. in chinese', 'the fruit is called shnzh (chinese: ', 'literally meaning ""mountain hawthorn"") or da hong guo (', 'literally meaning ""big red fruit"").']";http://dbpedia.org/resource/Crataegus_pinnatifida
Crataegus Rhipidophylla;['crataegus rhipidophylla is a species of hawthorn which occurs naturally from southern scandinavia and the baltic region to france', 'the balkan peninsula', 'turkey', 'caucasia', 'and ukraine. it is poorly known as a landscape and garden plant', 'but seems to have potential for those uses. compared to crataegus monogyna', 'c. rhipidophylla has larger flowers', 'larger and more colourful fruits', 'and more decorative foliage. it has a more or less dome-shaped crown', 'and it is more tolerant of shade than c. monogyna.'];http://dbpedia.org/resource/Crataegus_rhipidophylla
Cratiria;['cratiria is a genus of lichenized fungi in the family caliciaceae. the genus has a widespread distribution', 'especially in tropical regions', 'and contains 14 species.'];http://dbpedia.org/resource/Cratiria
Creatine Transporter Defect;"['creatine transporter defect (ctd) is an x-linked disorder of creatine metabolism caused by defective transport of creatine into the brain. the condition was initially described in reports in 2001. hemizygous males with this condition show intellectual disability', 'speech delay', 'seizures', 'and behavioural abnormalities. heterozygous females can have varying symptoms. ctd is caused by mutations in the slc6a8 gene', ""located at the xq28 (short arm of the 'sex' chromosome). clinically"", ""it resembles the two other forms of cerebral creatine deficiencies (ccd's):""]";http://dbpedia.org/resource/Creatine_transporter_defect
Crenated Tongue;['crenated tongue (also called scalloped tongue', 'pie crust tongue', 'lingua indentata', 'or crenulated tongue) is a descriptive term for the appearance of the tongue when there are indentations along the lateral borders (the sides)', 'as the result of compression of the tongue against the adjacent teeth. the oral mucosa in the area of crenation is usually of normal color', 'but there may be erythema (redness) if exposed to a high degree of friction or pressure. crenated tongue is usually asymptomatic and harmless.'];http://dbpedia.org/resource/Crenated_tongue
