Disease;Symptoms;Source
Colic;"[""predictable crying episodes. a baby who has colic often cries about the same time every day, usually in the late afternoon or evening. colic episodes may last from a few minutes to three hours or more on any given day. your baby may have a bowel movement or pass gas near the end of the colic episode.,intense or inconsolable crying. colic crying is intense, sounds distressed and is often high pitched. your baby's face may flush, and he or she is extremely difficult if not impossible to comfort.,crying that occurs for no apparent reason. it's normal for babies to cry sometimes. but, crying usually means your baby needs something, such as food or a clean diaper. crying associated with colic occurs with no clear cause.,posture changes. curled up legs, clenched fists and tensed abdominal muscles are common during colic episodes.,""]";"https://www.mayoclinic.org/diseases-conditions/colic/basics/definition/con-20019091"""
Colon cancer;"[""a change in your bowel habits, including diarrhea or constipation or a change in the consistency of your stool, that lasts longer than four weeks,rectal bleeding or blood in your stool,persistent abdominal discomfort, such as cramps, gas or pain,a feeling that your bowel doesn't empty completely,weakness or fatigue,unexplained weight loss,""]";"https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669"""
Colon polyps;['rectal bleeding. this can be a sign of colon polyps or cancer or other conditions, such as hemorrhoids or minor tears in your anus.,change in stool color. blood can show up as red streaks in your stool or make stool appear black. a change in color may also be caused by foods, medications and supplements.,change in bowel habits. constipation or diarrhea that lasts longer than a week may indicate the presence of a large colon polyp. but a number of other conditions can also cause changes in bowel habits.,pain. a large colon polyp can partially obstruct your bowel, leading to crampy abdominal pain.,iron deficiency anemia. bleeding from polyps can occur slowly over time, without visible blood in your stool. chronic bleeding robs your body of the iron needed to produce the substance that allows red blood cells to carry oxygen to your body (hemoglobin). the result is iron deficiency anemia, which can make you feel tired and short of breath.,'];"https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875"""
Coma;['closed eyes,depressed brainstem reflexes, such as pupils not responding to light,no responses of limbs, except for reflex movements,no response to painful stimuli, except for reflex movements,irregular breathing,'];"https://www.mayoclinic.org/diseases-conditions/coma/basics/definition/con-20028567"""
Common cold;['runny or stuffy nose,sore throat,cough,congestion,slight body aches or a mild headache,sneezing,low-grade fever,generally feeling unwell (malaise),'];"https://www.mayoclinic.org/diseases-conditions/common-cold/symptoms-causes/syc-20351605"""
Common cold in babies;['a congested or runny nose,nasal discharge that may be clear at first but might thicken and turn yellow or green,', 'fever,sneezing,coughing,decreased appetite,irritability,difficulty sleeping,trouble nursing or taking a bottle due to nasal congestion,'];"https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651"""
Common variable immunodeficiency;['common variable immunodeficiency (cvid) is an immune system disorder in which you have low levels of several of the proteins (antibodies) that help you fight infections. cvid leaves you open to recurrent infections in your ears, sinuses and respiratory system, and increases your risk of digestive disorders, blood disorders and cancer.'];"https://www.mayoclinic.org/diseases-conditions/common-variable-immunodeficiency/symptoms-causes/syc-20355821"""
Common warts;['small, fleshy, grainy bumps,flesh-colored, white, pink or tan,rough to the touch,sprinkled with black pinpoints, which are small, clotted blood vessels,'];"https://www.mayoclinic.org/diseases-conditions/common-warts/basics/definition/con-20021715"""
Complex regional pain syndrome;"['continuous burning or throbbing pain, usually in your arm, leg, hand or foot,sensitivity to touch or cold,swelling of the painful area,changes in skin temperature at times your skin may be sweaty; at other times it may be cold,changes in skin color, which can range from white and mottled to red or blue,changes in skin texture, which may become tender, thin or shiny in the affected area,changes in hair and nail growth,joint stiffness, swelling and damage,muscle spasms, weakness and loss (atrophy),decreased ability to move the affected body part,']";"https://www.mayoclinic.org/diseases-conditions/complex-regional-pain-syndrome/basics/definition/con-20022844"""
Complicated grief;['accepting the reality of your loss,allowing yourself to experience the pain of your loss,adjusting to a new reality in which the deceased is no longer present,having other relationships,'];"https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374"""
Compulsive gambling;['being preoccupied with gambling, such as constantly planning how to get more gambling money,needing to gamble with increasing amounts of money to get the same thrill,trying to control, cut back or stop gambling, without success,feeling restless or irritable when you try to cut down on gambling,gambling to escape problems or relieve feelings of helplessness, guilt, anxiety or depression,trying to get back lost money by gambling more (chasing losses),lying to family members or others to hide the extent of your gambling,jeopardizing or losing important relationships, a job, or school or work opportunities because of gambling,resorting to theft or fraud to get gambling money,asking others to bail you out of financial trouble because you gambled money away,'];"https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178"""
Compulsive sexual behavior;"[""you have recurrent and intense sexual fantasies, urges and behaviors that take up a lot of your time and feel as if they're beyond your control.,you feel driven to do certain sexual behaviors, feel a release of the tension afterward, but also feel guilt or remorse.,you've tried unsuccessfully to reduce or control your sexual fantasies, urges or behavior.,you use compulsive sexual behavior as an escape from other problems, such as loneliness, depression, anxiety or stress.,you continue to engage in sexual behaviors that have serious consequences, such as the potential for getting or giving someone else a sexually transmitted infection, the loss of important relationships, trouble at work, financial strain, or legal problems.,you have trouble establishing and maintaining healthy and stable relationships.,""]";"https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434"""
Concussion;"['headache or a feeling of pressure in the head,temporary loss of consciousness,confusion or feeling as if in a fog,amnesia surrounding the traumatic event,dizziness or ""seeing stars"",ringing in the ears,nausea,vomiting,slurred speech,delayed response to questions,appearing dazed,fatigue,', 'concentration and memory complaints,irritability and other personality changes,sensitivity to light and noise,sleep disturbances,psychological adjustment problems and depression,disorders of taste and smell,']";"https://www.mayoclinic.org/diseases-conditions/concussion/symptoms-causes/syc-20355594"""
Congenital adrenal hyperplasia;['classic cah. this more-severe form of the disease is usually detected in infancy.,nonclassic cah. this milder and more common form may not become evident until childhood or early adulthood.,'];"https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/symptoms-causes/syc-20355205"""
Congenital heart defects in children;['pale gray or blue skin color (cyanosis),rapid breathing,swelling in the legs, abdomen or areas around the eyes,shortness of breath during feedings, leading to poor weight gain,', 'easily becoming short of breath during exercise or activity,easily tiring during exercise or activity,fainting during exercise or activity,swelling in the hands, ankles or feet,'];"https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/symptoms-causes/syc-20350074"""
